entity_group,term_type,score_type,score,score,score,score,score,score,score,score
,,,count,mean,std,min,25%,50%,75%,max
candidate,aapp,ic,152.0,0.9637868413625414,0.07313033403671619,0.6188625195198456,0.9814669947314499,0.9864265200092392,0.9880273421379762,0.9990631260470695
candidate,aapp,identity,152.0,5.031759117729962,3.0008189120625612,-0.016719616949558258,2.197336435317993,5.6063456535339355,7.757808804512024,12.059414863586426
candidate,aapp,similarity,152.0,0.846988389473684,0.07703670526135184,0.7041831000000001,0.7807968999999999,0.858827,0.9056352000000001,1.0
candidate,anab,ic,30.0,0.9848348896158792,0.0323173588382612,0.8389740261215356,0.9934396525934739,0.9945040613173882,0.9957581984230648,0.998851399029627
candidate,anab,identity,30.0,1.7274093441665173,0.6726779422824655,0.08673874288797379,1.3313798010349274,1.613054633140564,1.980135440826416,3.3828094005584717
candidate,anab,similarity,30.0,0.84738623,0.05375026506216696,0.7592943999999999,0.815376725,0.8422474999999999,0.8707111,1.0
candidate,bacs,ic,314.0,0.9661401703735673,0.055477035980484465,0.6188625195198456,0.9773174347297678,0.9814669947314499,0.9843305673140025,0.9958504399983178
candidate,bacs,identity,314.0,6.4111504676710265,3.2978641400492887,-0.009390600025653839,3.8192317485809326,6.899820804595947,8.720450401306152,12.390130043029785
candidate,bacs,similarity,314.0,0.8278897996815286,0.08709105833041487,0.7001423,0.7491479000000001,0.8109843999999999,0.8951057,1.0
candidate,bhvr,ic,76.0,0.970691831698421,0.04495102375688946,0.7824620512211584,0.9773174347297678,0.9814669947314499,0.9814669947314499,0.9911552844516623
candidate,bhvr,identity,76.0,3.6230358073585913,3.3467193359181833,0.5598230361938477,1.2089890241622925,1.5126051902770996,7.109287738800049,10.727788925170898
candidate,bhvr,similarity,76.0,0.7609473578947368,0.06631591661862032,0.7011513,0.7215604,0.7373369999999999,0.7802395,1.0
candidate,bpoc,ic,129.0,0.9638976022579846,0.05484472032130927,0.7171933314437271,0.9610687976030291,0.9864265200092392,0.9952712355575767,0.9981348081401292
candidate,bpoc,identity,129.0,9.302621819252192,3.4660873714817364,1.077539086341858,7.964985370635986,10.669681549072266,11.822031021118164,13.551431655883789
candidate,bpoc,similarity,129.0,0.8043498713178295,0.06563846126203512,0.7036598000000001,0.7527226,0.8066291000000001,0.8383832,1.0
candidate,cell,ic,8.0,0.9061230772324717,0.12559725176857595,0.6548342286392932,0.8970397185810604,0.9622909957533352,0.9834227691965354,0.9911552844516623
candidate,cell,identity,8.0,5.890329152345657,3.29523417004702,0.8891358375549316,3.310129940509796,7.736770391464233,8.064760208129883,8.885196685791016
candidate,cell,similarity,8.0,0.7907627375,0.10070200246712274,0.700952,0.70617895,0.7754846000000001,0.8256393750000001,1.0
candidate,clna,ic,30.0,0.9550168178060783,0.05672157626571319,0.8114837448675725,0.9495698077944559,0.9853785436616209,0.9880273421379762,0.9950404747222108
candidate,clna,identity,30.0,6.356743383407593,4.3671257168357185,0.8316435813903809,2.151504874229431,5.1113520860672,10.769038200378418,12.325180053710938
candidate,clna,similarity,30.0,0.79520579,0.07505918432584799,0.7044653999999999,0.7307240500000001,0.78408715,0.8482352500000001,1.0
candidate,dsyn,ic,7831.0,0.9714932960525393,0.058831197982143306,0.6052890395290849,0.9814669947314499,0.9918636504146402,0.9952712355575767,0.999134887507391
candidate,dsyn,identity,7831.0,4.090848949257498,2.8355989069494223,-0.825237512588501,2.3681933879852295,3.4826812744140625,4.863749027252197,16.770727157592773
candidate,dsyn,similarity,7831.0,0.8589122670157068,0.1002705363757159,0.7002466,0.7736647000000001,0.8386079,1.0,1.0
candidate,fndg,ic,266.0,0.972029785268736,0.0379631182887714,0.7302976775018746,0.9773174347297678,0.9843305673140025,0.9864265200092392,0.9958504399983178
candidate,fndg,identity,266.0,5.315077175715364,3.68718976329175,-0.2702769339084625,1.8810924291610718,4.2757885456085205,8.562209129333496,14.242279052734375
candidate,fndg,similarity,266.0,0.7794552759398496,0.06122465198229883,0.7008137999999999,0.7368474250000001,0.7621663,0.816536575,1.0
candidate,gngm,ic,20.0,0.9755861645821009,0.0402915889725669,0.804647548976095,0.9843305673140025,0.9843305673140025,0.9864265200092392,0.9864265200092392
candidate,gngm,identity,20.0,2.081911528110504,2.0886404308068167,0.9030611515045166,1.1908539533615112,1.1908539533615112,2.261195123195648,10.631998062133789
candidate,gngm,similarity,20.0,0.8716066799999999,0.07818078194784457,0.7577875000000001,0.786880075,0.9032139,0.94343,0.94343
candidate,hops,ic,8.0,0.9847926641669993,0.0013070072732757477,0.9843305673140025,0.9843305673140025,0.9843305673140025,0.9843305673140025,0.9880273421379762
candidate,hops,identity,8.0,2.2771572172641754,2.2726424300133474,0.18388572335243225,1.4467743262648582,1.9001575112342834,2.1276178658008575,7.507387161254883
candidate,hops,similarity,8.0,0.79236245,0.07623644399543157,0.7023212000000001,0.7499345249999999,0.7669822,0.8188107,0.9186951000000001
candidate,horm,ic,106.0,0.9769166238072357,0.028368060966649185,0.7738667839067731,0.9814669947314499,0.9814669947314499,0.9836146741683643,0.9981348081401292
candidate,horm,identity,106.0,3.3227131872806908,2.0299443892597626,0.2087564766407013,2.4961145520210266,2.8002798557281494,3.73762845993042,11.556588172912598
candidate,horm,similarity,106.0,0.806087362264151,0.07834705897865989,0.7076218999999999,0.7547586,0.7729855000000001,0.85851945,1.0
candidate,inpo,ic,5.0,0.9873310847206312,0.005001983197592959,0.9814669947314499,0.9830189348663024,0.9880273421379762,0.9911552844516623,0.9929868674157654
candidate,inpo,identity,5.0,6.103410315513611,5.8804773870033165,1.4083880186080933,1.6649718284606934,2.8231759071350098,10.216548919677734,14.403966903686523
candidate,inpo,similarity,5.0,0.79665292,0.05703523607834022,0.7078936,0.7906283999999999,0.7920290000000001,0.8381339999999999,0.8545796000000001
candidate,medd,ic,10.0,0.9901684441407566,0.004090338230710504,0.9830189348663024,0.988598434173429,0.9903117102797875,0.9933440382544947,0.9954814736973059
candidate,medd,identity,10.0,10.16284966468811,3.358763259134271,1.375291347503662,9.76710820198059,10.864889144897461,12.163298606872559,12.960172653198242
candidate,medd,similarity,10.0,0.86722005,0.018388350601414857,0.8557105,0.856596675,0.8576584500000001,0.869452925,0.9109096999999999
candidate,mobd,ic,1708.0,0.9658608115656875,0.06047239163982928,0.6038050700449251,0.9744538621472154,0.9864265200092392,0.9924669168993623,0.9965539037354343
candidate,mobd,identity,1708.0,4.14181900928255,2.1400674973932166,-0.4162063002586365,2.8767396211624146,3.8935585021972656,5.025008201599121,11.492380142211914
candidate,mobd,similarity,1708.0,0.8503968617096018,0.07286414315475889,0.7052928999999999,0.7852007000000001,0.8572351,0.9033636999999999,1.0
candidate,neop,ic,1516.0,0.9621614284401397,0.060790808743953824,0.6368706932317131,0.9607973685917562,0.9875374611689964,0.9950404747222108,0.9990631260470695
candidate,neop,identity,1516.0,3.3193714519702193,1.994730980764371,-0.6583721041679382,1.8881931006908417,3.139801502227783,4.318938255310059,13.264669418334961
candidate,neop,similarity,1516.0,0.8800775687335093,0.05830774838447171,0.7008101,0.8611462000000001,0.8876928000000001,0.91944,1.0
candidate,orch,ic,223.0,0.9670464585593337,0.0468176575049433,0.7766518924913551,0.9773174347297678,0.9814669947314499,0.9843305673140025,0.9911552844516623
candidate,orch,identity,223.0,5.742627471919285,3.3887634890099254,-0.3740100562572479,2.383135199546814,6.79604959487915,8.720450401306152,13.010950088500977
candidate,orch,similarity,223.0,0.8386925058295964,0.07811587505918538,0.7000066,0.7730607,0.8367628,0.9060132999999999,1.0
candidate,orga,ic,77.0,0.973367320960891,0.029988940030294918,0.8817655988391513,0.9773174347297678,0.9843305673140025,0.9843305673140025,0.9880273421379762
candidate,orga,identity,77.0,4.5378606799361,3.5666726219989786,1.0433030128479004,2.2493205070495605,2.5646402835845947,7.40754508972168,11.253796577453613
candidate,orga,similarity,77.0,0.8359353584415584,0.08845203883631446,0.7020816000000001,0.7739704999999999,0.7857987,0.8316984999999999,1.0
candidate,orgf,ic,190.0,0.974362048349064,0.0299452648869373,0.7968933430901446,0.9796018028715792,0.9814669947314499,0.9843305673140025,0.9945040613173882
candidate,orgf,identity,190.0,6.3196152216509764,3.22597788808748,0.841716468334198,3.441167116165161,6.676581859588623,9.211733341217041,12.656131744384766
candidate,orgf,similarity,190.0,0.8577586536842106,0.08256144175533542,0.7039789999999999,0.7847679249999999,0.8806019,0.9095198,1.0
candidate,ortf,ic,47.0,0.9696894409203949,0.0428282751424384,0.7974692659017165,0.9733306451460901,0.9880273421379762,0.9924669168993623,0.9950404747222108
candidate,ortf,identity,47.0,9.26494031383636,4.152327260479115,0.3622257113456726,6.270888805389404,10.960432052612305,12.33318567276001,14.716169357299805
candidate,ortf,similarity,47.0,0.789024880851064,0.05192849829765774,0.7000637999999999,0.753956,0.7833766,0.8250535000000001,0.9010024000000001
candidate,patf,ic,303.0,0.978885899639362,0.04185571134437836,0.6997293670440182,0.9843305673140025,0.9903117102797875,0.9929868674157654,0.9984713981970886
candidate,patf,identity,303.0,4.622895520696841,3.0441285741853963,-0.521893322467804,2.259507894515991,4.071588039398193,6.655281066894531,12.126503944396973
candidate,patf,similarity,303.0,0.8261058009900991,0.07645004139527051,0.7020164,0.76979565,0.8246503999999999,0.8759496,1.0
candidate,phsf,ic,42.0,0.9473282304598359,0.08671271705302919,0.6229290659568294,0.9587844294612178,0.9814669947314499,0.9843305673140025,0.9903117102797875
candidate,phsf,identity,42.0,7.349266009671347,3.585783315098267,0.3193977475166321,6.021295547485352,8.704334259033203,9.671309471130371,13.194025993347168
candidate,phsf,similarity,42.0,0.796444061904762,0.0802912620320845,0.7026258999999999,0.7344539999999999,0.7856734000000001,0.8142864000000001,1.0
candidate,phsu,ic,488.0,0.9758292289921884,0.03132133320691681,0.7804882007680191,0.9814669947314499,0.9814669947314499,0.9843305673140025,0.9958504399983178
candidate,phsu,identity,488.0,5.031189404473808,3.595372855920144,-0.3740100562572479,1.9724164009094238,3.810412049293518,8.854532241821289,12.390130043029785
candidate,phsu,similarity,488.0,0.7951475467213115,0.07508300528027123,0.7000066,0.7396455,0.7729855000000001,0.824673,1.0
candidate,sosy,ic,562.0,0.9762540368349819,0.03140606680917405,0.8509466839835594,0.9814669947314499,0.9864265200092392,0.9892900925917917,0.9958504399983178
candidate,sosy,identity,562.0,4.236691362241091,3.147734676305162,-0.4320323169231415,0.9412444829940796,4.604588508605957,6.594330787658691,12.100337982177734
candidate,sosy,similarity,562.0,0.7924445651245552,0.0766193175103163,0.7004203,0.7289669999999999,0.7698910999999999,0.8415427,1.0
candidate,topp,ic,60.0,0.982887498435361,0.015387966100216116,0.946522581918157,0.9843305673140025,0.9897066937125023,0.9929868674157654,0.9934396525934739
candidate,topp,identity,60.0,10.82032651901245,4.442361587409072,1.337050437927246,11.698343276977539,12.616384029388428,13.238663673400879,14.759062767028809
candidate,topp,similarity,60.0,0.78852388,0.04289307093997777,0.7432209999999999,0.7569318,0.7813562500000001,0.8077259999999999,0.8953954
not_select,aapp,ic,128.0,0.9637746153755927,0.07677431806877748,0.6188625195198456,0.9814669947314499,0.9864265200092392,0.9880273421379762,0.9976081224834672
not_select,aapp,identity,128.0,5.789050588384271,2.650564156002589,1.5167326927185059,2.872045159339905,6.635576009750366,7.78161096572876,12.059414863586426
not_select,aapp,similarity,128.0,0.8314119757812501,0.0691586043943381,0.7041831000000001,0.7691689500000001,0.84786355,0.87642975,0.9569087000000001
not_select,anab,ic,19.0,0.9891413217645969,0.02075819490372001,0.9068589515142275,0.9934396525934739,0.9952712355575767,0.9958504399983178,0.998851399029627
not_select,anab,identity,19.0,2.0705651233070776,0.545251858982433,1.519212007522583,1.6791783571243286,1.8936166763305664,2.2743477821350098,3.3828094005584717
not_select,anab,similarity,19.0,0.8389990578947368,0.03251723144714225,0.775274,0.8179823,0.8377505999999999,0.8669939,0.89514
not_select,bacs,ic,280.0,0.9683683443059821,0.05275875221882156,0.6188625195198456,0.9773174347297678,0.9814669947314499,0.9864265200092392,0.9958504399983178
not_select,bacs,identity,280.0,7.105179321340152,2.7754243397384593,1.5738886594772339,3.9387011528015137,7.7555389404296875,8.843732833862305,12.390130043029785
not_select,bacs,similarity,280.0,0.8099511910714285,0.07260719902534246,0.7001423,0.74787375,0.8057711000000001,0.8711351,1.0
not_select,bhvr,ic,40.0,0.980894679319724,0.007059332454804487,0.9657975620454524,0.9773174347297678,0.9805343988015145,0.9843305673140025,0.9911552844516623
not_select,bhvr,identity,40.0,5.842321538925171,3.2894170490274295,1.5126051902770996,1.798736572265625,5.956501483917236,8.344223022460938,10.727788925170898
not_select,bhvr,similarity,40.0,0.7315190599999999,0.022637781293304477,0.7011513,0.7158241000000001,0.7288747,0.7445054,0.7802395
not_select,bpoc,ic,120.0,0.9630548750531815,0.056551113573285336,0.7171933314437271,0.9574380507802882,0.9861917618451604,0.9952712355575767,0.9981348081401292
not_select,bpoc,identity,120.0,9.897886689503988,2.7926885506156807,1.5570836067199707,9.04271650314331,10.806926250457764,11.895575761795044,13.551431655883789
not_select,bpoc,similarity,120.0,0.7987759091666667,0.05711897079231303,0.7036598000000001,0.7522044999999999,0.8065770499999999,0.835413575,0.9393672
not_select,cell,ic,6.0,0.9711242979123736,0.0231639139825688,0.9402514241926678,0.9527029962642779,0.9814669947314499,0.9873343181267062,0.9911552844516623
not_select,cell,identity,6.0,7.467398166656494,1.798481151002145,3.9371371269226074,7.676472544670105,7.866314649581909,8.443754196166992,8.885196685791016
not_select,cell,similarity,6.0,0.7699662500000001,0.05912334050175957,0.700952,0.7180853,0.7754846000000001,0.8141903750000001,0.8418318
not_select,clna,ic,28.0,0.9600084414233415,0.052674729994110034,0.8114837448675725,0.9701283050789473,0.9864265200092392,0.9880273421379762,0.9950404747222108
not_select,clna,identity,28.0,6.737763902970722,4.268900533588623,1.503011703491211,2.375943899154663,7.9810028076171875,10.929404497146606,12.325180053710938
not_select,clna,similarity,28.0,0.788499067857143,0.06663700391189102,0.7044653999999999,0.727166,0.78408715,0.83976355,0.8994021000000001
not_select,dsyn,ic,6777.0,0.9755814668378682,0.05141060377483509,0.6055551394305858,0.982276960007557,0.9918636504146402,0.9952712355575767,0.999134887507391
not_select,dsyn,identity,6777.0,4.591036491202661,2.719704603116987,1.500535011291504,2.728292465209961,3.737362861633301,5.189776420593262,16.770727157592773
not_select,dsyn,similarity,6777.0,0.8506228920613842,0.10055853469537512,0.7002466,0.7692977999999999,0.8272455000000001,0.9594952000000001,1.0
not_select,fndg,ic,233.0,0.974186231837354,0.0340178875204692,0.7526229485401934,0.9773174347297678,0.9843305673140025,0.9864265200092392,0.9958504399983178
not_select,fndg,identity,233.0,5.93642536406865,3.518700397099911,1.5694694519042969,2.4959664344787598,5.655165195465088,9.074895858764648,14.242279052734375
not_select,fndg,similarity,233.0,0.7690790236051503,0.04931141298878854,0.7008137999999999,0.7351631999999999,0.7612344,0.7926150000000001,0.9410278000000001
not_select,gngm,ic,9.0,0.9848633410584325,0.0032707141750599805,0.9773174347297678,0.9864265200092392,0.9864265200092392,0.9864265200092392,0.9864265200092392
not_select,gngm,identity,9.0,3.2029588752322726,2.7893930683667194,2.023963212966919,2.2459144592285156,2.291410207748413,2.340460777282715,10.631998062133789
not_select,gngm,similarity,9.0,0.7927595333333334,0.03263548690306303,0.7577875000000001,0.7731572,0.7816209999999999,0.8100301999999999,0.8477427
not_select,hops,ic,6.0,0.9849466964513315,0.0015092020021171032,0.9843305673140025,0.9843305673140025,0.9843305673140025,0.9843305673140025,0.9880273421379762
not_select,hops,identity,6.0,2.947625458240509,2.2517662878152764,1.8131593465805054,1.881660133600235,1.954971194267273,2.4372733533382416,7.507387161254883
not_select,hops,similarity,6.0,0.7538583666666666,0.03120339481208201,0.7023212000000001,0.7442005749999999,0.7549073999999999,0.77196665,0.7927295000000001
not_select,horm,ic,95.0,0.9787093569164248,0.021215528144906775,0.816664489175706,0.9814669947314499,0.9814669947314499,0.9843305673140025,0.9981348081401292
